auprc,auroc,cell,context_kernel_norm,cross_variable_leakage,data_seed,f1,gate_mean,gate_std,identity_deviation,max_iter,mcc,method,mse,root,run_id,temporal_mass_median,train_seed,wall_seconds
0.5555194805194805,0.8541666666666666,Stat+Linear,,0.0,101,0.3333333333333333,0.09433900564908981,,0.005536345764994621,500,0.16666666666666666,adaptive_fir,0.017742611467838287,gpu_d2_it500_round1,d2__Stat_Linear__adaptive_fir__ds101__ts0__it500,0.025879658120643783,0,12.572027300018817
0.7132575757575756,0.9038461538461539,Stat+Linear,,0.0,102,0.5,0.09762195497751236,,0.006491194944828749,500,0.4230769230769231,adaptive_fir,0.01930985413491726,gpu_d2_it500_round1,d2__Stat_Linear__adaptive_fir__ds102__ts0__it500,0.025013229765802912,0,12.741649799980223
0.5462426085388041,0.7897727272727273,Stat+Linear,,0.0,0,0.625,,,0.0,500,0.48863636363636365,baseline,0.015189520083367825,gpu_d2_it500_round1,d2__Stat_Linear__baseline__ds0__ts0__it500,0.0,0,7.171916100080125
0.5148300773300774,0.8125,Stat+Linear,,0.0,101,0.3333333333333333,,,0.0,500,0.16666666666666666,baseline,0.017289184033870697,gpu_d2_it500_round1,d2__Stat_Linear__baseline__ds101__ts0__it500,0.0,0,5.736000100034289
0.8416666666666667,0.9423076923076923,Stat+Linear,,0.0,102,0.75,,,0.0,500,0.7115384615384616,baseline,0.01961737498641014,gpu_d2_it500_round1,d2__Stat_Linear__baseline__ds102__ts0__it500,0.0,0,5.717256600037217
0.49702287446852667,0.7556818181818181,Stat+Linear,,0.0,0,0.5,,,2.3934382625157014e-05,500,0.3181818181818182,cp_depthwise,0.015226339921355247,gpu_d2_it500_round1,d2__Stat_Linear__cp_depthwise__ds0__ts0__it500,0.0019539709043053547,0,18.275588999968022
0.5494574869574869,0.8333333333333334,Stat+Linear,,0.0,101,0.5,,,0.00014767461107112467,500,0.375,cp_depthwise,0.01730925776064396,gpu_d2_it500_round1,d2__Stat_Linear__cp_depthwise__ds101__ts0__it500,0.0054712334380706325,0,17.57351070002187
0.7399305555555555,0.9326923076923077,Stat+Linear,,0.0,102,0.5,,,0.00014697029837407172,500,0.4230769230769231,cp_depthwise,0.019451910629868507,gpu_d2_it500_round1,d2__Stat_Linear__cp_depthwise__ds102__ts0__it500,0.007694334688753123,0,17.56947639991995
0.47396789125729344,0.7784090909090909,Stat+Linear,,0.0,0,0.625,,,0.00657951133325696,500,0.48863636363636365,fixed_fir3,0.015430403873324394,gpu_d2_it500_round1,d2__Stat_Linear__fixed_fir3__ds0__ts0__it500,0.03170284207632137,0,7.177559499978088
0.5308170995670995,0.8333333333333334,Stat+Linear,,0.0,101,0.3333333333333333,,,0.00653923861682415,500,0.16666666666666666,fixed_fir3,0.01775107905268669,gpu_d2_it500_round1,d2__Stat_Linear__fixed_fir3__ds101__ts0__it500,0.028161395558181312,0,7.226705199922435
